move_id,generation_id,flavor_text,flavor_text_jp
239,5,"The user whips up a vicious tornado to tear at the opposing team. It may also make targets flinch.","はげしい たつまきを おこして まきこみ こうげきする。あいてを ひるませる ことが ある。"
240,2,"Boosts water-type moves for 5 turns.",""
240,3,"Boosts the power of WATER- type moves for 5 turns.",""
240,4,"The user summons a heavy rain that falls for five turns, powering up Water- type moves.","5ターンの あいだ あめを ふらせて みずタイプの わざの ダメージを おおきくする。"
240,5,"The user summons a heavy rain that falls for five turns, powering up Water-type moves.","5ターンの あいだ あめを ふらせて みずタイプの わざの ダメージを おおきくする。"
241,2,"Boosts fire-type moves for 5 turns.",""
241,3,"Boosts the power of FIRE- type moves for 5 turns.",""
241,4,"The user intensifies the sun for five turns, powering up Fire-type moves.","5ターンの あいだ ひざしを つよくして ほのおタイプの わざの ダメージを おおきくする。"
241,5,"The user intensifies the sun for five turns, powering up Fire-type moves.","5ターンの あいだ ひざしを つよくして ほのおタイプの わざの ダメージを おおきくする。"
242,2,"An attack that may lower SPCL.DEF.",""
242,3,"Crunches with sharp fangs. May lower SP. DEF.",""
242,4,"The user crunches up the foe with sharp fangs. It may also lower the target’s Defense stat.","ながく するどい はで つよく かみくだいて こうげきする。あいての とくぼうを さげることが ある。"
242,5,"The user crunches up the target with sharp fangs. It may also lower the target's Defense stat.","ながく するどい はで つよく かみくだいて こうげきする。あいての とくぼうを さげることが ある。"
243,2,"Counters a SPCL. ATK move double.",""
243,3,"Counters the foe’s special attack at double the power.",""
243,4,"A retaliation move that counters any special attack, inflicting double the damage taken.","てきから うけた とくしゅ こうげきの ダメージを ばいにして てきに かえす。"
243,5,"A retaliation move that counters any special attack, inflicting double the damage taken.","てきから うけた とくしゅ こうげきの ダメージを ばいにして てきに かえす。"
244,2,"Copies the foe's stat changes.",""
244,3,"Copies the foe’s effect(s) and gives to the user.",""
244,4,"The user hypnotizes itself into copying any stat change made by the foe.","じぶんに あんじを かける ことで あいてに かかっている ほじょ こうかを じぶんにも かける。"
244,5,"The user hypnotizes itself into copying any stat change made by the target.","じぶんに あんじを かける ことで あいてに かかっている ほじょ こうかを じぶんにも かける。"
245,2,"A powerful first- strike move.",""
245,3,"An extremely fast and powerful attack.",""
245,4,"The user charges the foe at blinding speed. This attack always goes before any other move.","めにも とまらない ものすごい はやさで あいてに とっしんして かならず せんせい こうげきする。"
245,5,"The user charges the target at blinding speed. This attack always goes before any other move.","めにも とまらない ものすごい はやさで あいてに とっしんして かならず せんせい こうげきする。"
246,2,"An attack that may raise all stats.",""
246,3,"An attack that may raise all stats.",""
246,4,"The user attacks with a prehistoric power. It may also raise all the user’s stats at once.","げんしの ちからで こうげきする。どうじに じぶんの すべての のうりょくが あがることが ある。"
246,5,"The user attacks with a prehistoric power. It may also raise all the user's stats at once.","げんしの ちからで こうげきする。どうじに じぶんの すべての のうりょくが あがることが ある。"
247,2,"An attack that may lower SPCL.DEF.",""
247,3,"Hurls a black blob that may lower the foe’s SP. DEF.",""
247,4,"The user hurls a shadowy blob at the foe. It may also lower the foe’s Sp. Def stat.","くろい かげの かたまりを なげつけて こうげきする。あいての とくぼうを さげることが ある。"
247,5,"The user hurls a shadowy blob at the target. It may also lower the target's Sp. Def stat.","くろい かげの かたまりを なげつけて こうげきする。あいての とくぼうを さげることが ある。"
248,2,"An attack that hits on 3rd turn.",""
248,3,"Heightens inner power to strike 2 turns later.",""
248,4,"Two turns after this move is used, the foe is attacked with a hunk of psychic energy.","わざを つかった 2ターン あとに ねんりきを だして あいてに おくりこんで こうげきする。"
248,5,"Two turns after this move is used, a hunk of psychic energy attacks the target.","わざを つかった 2ターン あとに ねんりきを だして あいてに おくりこんで こうげきする。"
249,2,"An attack that may lower DEFENSE.",""
249,3,"A rock-crushing attack that may lower DEFENSE.",""
249,4,"The user hits with a punch that may lower the target’s Defense. It can also smash cracked boulders.","こうげきと どうじに あいての ぼうぎょを さげることが ある。ひびわれた いわを こわすことも できる。"
249,5,"The user attacks with a punch that can shatter a rock. It may also lower the target's Defense stat.","こうげきと どうじに あいての ぼうぎょを さげることが ある。ひびわれた いわを こわすことも できる。"
250,2,"Traps the foe for 2-5 turns.",""
250,3,"Traps and hurts the foe in a whirlpool for 2 to 5 turns.",""
250,4,"Traps the foe inside a whirlpool that lasts for two to five turns. The user can pass through whirlpools.","はげしく うずをまく みずの なかに 2-5ターンの あいだ あいてを とじこめ こうげきする。"
250,5,"Traps foes in a violent swirling whirlpool for four to five turns.","はげしく うずをまく みずの なかに 2-5ターンの あいだ あいてを とじこめ こうげきする。"
251,2,"Party POKéMON join in the attack.",""
251,3,"Summons party POKéMON to join in the attack.",""
251,4,"The user gets all the party Pokémon to attack the foe. The more party Pokémon, the more damage.","みかた ぜんいんで こうげきする。なかまの ポケモンが おおいほど あたえる ダメージが おおきい。"
251,5,"The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks.","みかた ぜんいんで こうげきする。なかまの ポケモンが おおいほど あたえる ダメージが おおきい。"
252,3,"A 1st-turn, 1st-strike move that causes flinching.",""
252,4,"An attack that hits first and makes the target flinch. It only works the first turn the user is in battle.","さきに わざを つかい きしゅう こうげきで あいてを ひるませる。さいしょの ターンしか せいこうしない。"
252,5,"An attack that hits first and makes the target flinch. It only works the first turn the user is in battle.","さきに わざを つかい きしゅう こうげきで あいてを ひるませる。さいしょの ターンしか せいこうしない。"
253,3,"Causes an uproar for 2 to 5 turns and prevents sleep.",""
253,4,"The user attacks in an uproar for two to five turns. Over that time, no one can fall asleep.","2-5ターンの あいだ さわいで こうげきし そのあいだは だれも ねむり じょうたいに ならなくなる。"
253,5,"The user attacks in an uproar for three turns. Over that time, no one can fall asleep.","2-5ターンの あいだ さわいで こうげきし そのあいだは だれも ねむり じょうたいに ならなくなる。"
254,3,"Charges up power for up to 3 turns.",""
254,4,"The user charges up power, and raises both its Defense and Sp. Def. The move can be used three times.","じぶんに ちからを たくわえて いく。さいだい 3かいまで たくわえられる。"
254,5,"The user charges up power and raises both its Defense and Sp. Def. The move can be used three times.","じぶんに ちからを たくわえて いく。さいだい 3かいまで たくわえられる。"
255,3,"Releases stockpiled power (the more the better).",""
255,4,"The power stored using the move Stockpile is released at once in an attack.","たくわえた ちからを あいてに ぶつけて こうげきする。たくわえて いるほど ダメージが おおきい。"
255,5,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the damage.","たくわえた ちからを あいてに ぶつけて こうげきする。たくわえて いるほど ダメージが おおきい。"
256,3,"Absorbs stockpiled power and restores HP.",""
256,4,"The power stored using the move Stockpile is absorbed by the user to heal its HP.","たくわえた ちからを のみこんで じぶんの HPを かいふくする。たくわえて いるほど おおく かいふくする。"
256,5,"The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.","たくわえた ちからを のみこんで じぶんの HPを かいふくする。たくわえて いるほど おおく かいふくする。"
257,3,"Exhales a hot breath on the foe. May inflict a burn.",""
257,4,"The user exhales a heated breath on the foe to attack. It may also leave the target with a burn.","あつい いきを てきに ふきかけて こうげきする。やけど じょうたいに することが ある。"
257,5,"The user attacks by exhaling hot breath on the opposing team. It may also leave targets with a burn.","あつい いきを てきに ふきかけて こうげきする。やけど じょうたいに することが ある。"
258,3,"Summons a hailstorm that strikes every turn.",""
258,4,"The user summons a hailstorm lasting five turns. It damages all Pokémon except the Ice type.","5ターンの あいだ あられを ふらせて こおりタイプ いがいの ポケモンに まいターン ダメージを あたえる。"
258,5,"The user summons a hailstorm lasting five turns. It damages all Pokémon except the Ice type.","5ターンの あいだ あられを ふらせて こおりタイプ いがいの ポケモンに まいターン ダメージを あたえる。"
259,3,"Torments the foe and stops successive use of a move.",""
259,4,"The user torments and enrages the foe, making it incapable of using the same move twice in a row.","あいてに いちゃもんを つけて おなじ わざを れんぞくで つかえない ように する。"
259,5,"The user torments and enrages the target, making it incapable of using the same move twice in a row.","あいてに いちゃもんを つけて おなじ わざを れんぞくで つかえない ように する。"
260,3,"Confuses the foe, but raises its SP. ATK.",""
260,4,"Flattery is used to confuse the foe. However, it also raises the target’s Sp. Atk stat.","あいてを おだてて こんらん じょうたいに するが そのかわり どうじに あいての とくこうを あげる。"
260,5,"Flattery is used to confuse the target. However, it also raises the target's Sp. Atk stat.","あいてを おだてて こんらん じょうたいに するが そのかわり どうじに あいての とくこうを あげる。"
261,3,"Inflicts a burn on the foe with intense fire.",""
261,4,"The user shoots a sinister, bluish white flame at the foe to inflict a burn.","あおじろく もえる ぶきみで あやしい ほのおを はなって あいてを やけどの じょうたいに する。"
261,5,"The user shoots a sinister, bluish-white flame at the target to inflict a burn.","あおじろく もえる ぶきみで あやしい ほのおを はなって あいてを やけどの じょうたいに する。"
262,3,"The user faints and lowers the foe’s abilities.",""
262,4,"The user faints upon using this move. In return, it sharply lowers the target’s Attack and Sp. Atk.","じぶんは たおれるが そのかわり あいての こうげきと とくこうを ガクッと さげる。"
262,5,"The user faints when using this move. In return, it harshly lowers the target's Attack and Sp. Atk.","じぶんは たおれるが そのかわり あいての こうげきと とくこうを ガクッと さげる。"
263,3,"Boosts ATTACK when burned, paralyzed, or poisoned.",""
263,4,"An attack move that doubles its power if the user is poisoned, paralyzed, or has a burn.","じぶんが どく まひ やけど じょうたいの ときは あいてに あたえる ダメージが おおきくなる。"
263,5,"An attack move that doubles its power if the user is poisoned, burned, or has paralysis.","じぶんが どく まひ やけど じょうたいの ときは あいてに あたえる ダメージが おおきくなる。"
264,3,"A powerful loyalty attack. The user flinches if hit.",""
264,4,"The user focuses its mind before launching a punch. It will fail if the user is hit before it is used.","あいてより あとに こうげきする。わざを だす までに こうげきを うけると ひるんで しまう。"
264,5,"The user focuses its mind before launching a punch. It will fail if the user is hit before it is used.","あいてより あとに こうげきする。わざを だす までに こうげきを うけると ひるんで しまう。"
265,3,"Powerful against paralyzed foes, but also heals them.",""
265,4,"This attack inflicts double damage on a paralyzed foe. It also cures the foe’s paralysis, however.","まひ じょうたいの あいてに おおきな ダメージを あたえる。そのかわりに あいての まひが なおる。"
265,5,"This attack inflicts double damage on a target with paralysis. It also cures the target's paralysis, however.","まひ じょうたいの あいてに おおきな ダメージを あたえる。そのかわりに あいての まひが なおる。"
266,3,"Draws attention to make foes attack only the user.",""
266,4,"The user draws attention to itself, making all foes take aim only at the user.","てきの めを じぶんに ちゅうもく させて てきが つかう わざは すべて じぶんに くるように する。"
266,5,"The user draws attention to itself, making all targets take aim only at the user.","てきの めを じぶんに ちゅうもく させて てきが つかう わざは すべて じぶんに くるように する。"
267,3,"The type of attack varies depending on the location.",""
267,4,"An attack that makes use of nature’s power. Its effects vary depending on the user’s environment.","しぜんの ちからで こうげきする。つかう ばしょで でてくる わざが へんかする。"
267,5,"An attack that makes use of nature's power. Its effects vary depending on the user's environment.","しぜんの ちからで こうげきする。つかう ばしょで でてくる わざが へんかする。"
268,3,"Charges power to boost the electric move used next.",""
268,4,"The user boosts the power of the Electric move it uses next. It also raises the user’s Sp. Def stat.","でんきを たくわえて つぎに じぶんが だす でんきタイプの わざの ダメージを おおきくする。"
268,5,"The user boosts the power of the Electric move it uses on the next turn. It also raises the user's Sp. Def stat.","でんきを たくわえて つぎに じぶんが だす でんきタイプの わざの ダメージを おおきくする。"
269,3,"Taunts the foe into only using attack moves.",""
269,4,"The foe is taunted into a rage that allows it to use only attack moves for two to four turns.","ちょうはつを うけて すごく こうふんした あいては ダメージを あたえる わざしか だせなくなる。"
269,5,"The target is taunted into a rage that allows it to use only attack moves for three turns.","ちょうはつを うけて すごく こうふんした あいては ダメージを あたえる わざしか だせなくなる。"
270,3,"Boosts the power of the recipient’s moves.",""
270,4,"A move that boosts the power of the ally’s attack in a Double Battle.","てだすけ された あいてが つかう わざの ダメージは ふつうよりも おおきくなる。"
270,5,"The user assists an ally by boosting the power of its attack.","てだすけ された あいてが つかう わざの ダメージは ふつうよりも おおきくなる。"
271,3,"Tricks the foe into trading held items.",""
271,4,"The user catches the foe off guard and swaps the foe’s held item with its own.","あいての すきを みて じぶんが もっている どうぐと あいてが もっている どうぐを こうかんする。"
271,5,"The user catches the target off guard and swaps its held item with its own.","あいての すきを みて じぶんが もっている どうぐと あいてが もっている どうぐを こうかんする。"
272,3,"Mimics the target and copies its special ability.",""
272,4,"The user mimics the foe completely, copying the foe’s natural ability.","あいてに なりきって じぶんも あいてと おなじ とくせいに へんかする。"
272,5,"The user mimics the target completely, copying the target's natural Ability.","あいてに なりきって じぶんも あいてと おなじ とくせいに へんかする。"
273,3,"A wish that restores HP. It takes time to work.",""
273,4,"A self-healing move. The user restores its own HP by up to half of its maximum HP in the next turn.","つぎの ターンに じぶんの HPを さいだい HPの はんぶんだけ かいふくする。"
273,5,"One turn after this move is used, the target's HP is restored by half the user's maximum HP.","つぎの ターンに じぶんの HPを さいだい HPの はんぶんだけ かいふくする。"
274,3,"Attacks randomly with one of the partner’s moves.",""
274,4,"The user hurriedly and randomly uses a move among those known by other Pokémon in the party.","みかたの ポケモンが おぼえている わざの なかから どれか 1つを くりだす。"
274,5,"The user hurriedly and randomly uses a move among those known by other Pokémon in the party.","みかたの ポケモンが おぼえている わざの なかから どれか 1つを くりだす。"
275,3,"Lays roots that restore HP. The user can’t switch out.",""
275,4,"The user lays roots that restore HP on every turn. Because it is rooted, it can’t switch out.","だいちに ねを はり まいターン HPを かいふくする。ねを はって いるので いれかえが できない。"
275,5,"The user lays roots that restore its HP on every turn. Because it is rooted, it can't switch out.","だいちに ねを はり まいターン HPを かいふくする。ねを はって いるので いれかえが できない。"
276,3,"Boosts strength sharply, but lowers abilities.",""
276,4,"The user attacks the foe with great power. However, it also lowers the user’s Attack and Defense.","すごい ちからを はっきして あいてを こうげきする。じぶんの こうげきと ぼうぎょが さがる。"
276,5,"The user attacks the target with great power. However, it also lowers the user's Attack and Defense.","すごい ちからを はっきして あいてを こうげきする。じぶんの こうげきと ぼうぎょが さがる。"
277,3,"Reflects special effects back to the attacker.",""
277,4,"A barrier reflects back to the foe moves like Leech Seed and moves that damage status.","どく まひ ねむり こんらんの わざや やどりぎのタネを あいてに はねかえす。"
277,5,"A barrier reflects back to the target moves like Leech Seed and moves that damage status.","どく まひ ねむり こんらんの わざや やどりぎのタネを あいてに はねかえす。"
278,3,"Recycles a used item for one more use.",""
278,4,"The user recycles a held item that has been used in battle so it can be used again.","つかって しまって なくなった どうぐを もういちど つかえる ように する。"
278,5,"The user recycles a held item that has been used in battle so it can be used again.","つかって しまって なくなった どうぐを もういちど つかえる ように する。"
279,3,"An attack that gains power if injured by the foe.",""
279,4,"An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.","あいてから わざを うけていると その あいてに あたえる ダメージが おおきくなる。"
279,5,"An attack move that inflicts double the damage if the user has been hurt by the opponent in the same turn.","あいてから わざを うけていると その あいてに あたえる ダメージが おおきくなる。"
280,3,"Destroys barriers such as REFLECT and causes damage.",""
280,4,"The user attacks with tough fists, etc. It can also break any barrier such as Light Screen and Reflect.","かたい こぶしなどで こうげきする。てきの ひかりのかべや リフレクターも はかい してしまう。"
280,5,"The user attacks with a swift chop. It can also break any barrier such as Light Screen and Reflect.","かたい こぶしなどで こうげきする。てきの ひかりのかべや リフレクターも はかい してしまう。"
281,3,"Lulls the foe into yawning, then sleeping next turn.",""
281,4,"The user lets loose a huge yawn that lulls the foe into falling asleep on the next turn.","おおきな あくびで ねむけを さそって つぎの ターンに あいてを ねむりの じょうたいに する。"
281,5,"The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.","おおきな あくびで ねむけを さそって つぎの ターンに あいてを ねむりの じょうたいに する。"
282,3,"Knocks down the foe’s held item to prevent its use.",""
282,4,"The user slaps down the foe’s held item, preventing the item from being used during the battle.","あいての ポケモンが もっている どうぐを はたき おとして せんとうが おわるまで つかえなく する。"
282,5,"The user slaps down the target's held item, preventing that item from being used in the battle.","あいての ポケモンが もっている どうぐを はたき おとして せんとうが おわるまで つかえなく する。"
283,3,"Gains power if the user’s HP is lower than the foe’s HP.",""
283,4,"An attack move that cuts down the foe’s HP to equal the user’s HP.","じぶんの HPが あいての HPより すくないほど あいてに おおきな ダメージを あたえる。"
283,5,"An attack move that cuts down the target's HP to equal the user's HP.","じぶんの HPが あいての HPより すくないほど あいてに おおきな ダメージを あたえる。"
284,3,"The higher the user’s HP, the more damage caused.",""
284,4,"The user attacks in an explosive fury. The lower the user’s HP, the less powerful this attack becomes.","いかりを ばくはつ させて こうげきする。HPが おおいほど あいてに おおきな ダメージを あたえる。"
284,5,"The user attacks the opposing team with explosive fury. The lower the user's HP, the less powerful this attack becomes.","いかりを ばくはつ させて こうげきする。HPが おおいほど あいてに おおきな ダメージを あたえる。"
285,3,"The user swaps special abilities with the target.",""
285,4,"The user employs its psychic power to exchange abilities with the foe.","ちょうのうりょくで じぶんの とくせいと あいての とくせいを いれかえる。"
285,5,"The user employs its psychic power to exchange Abilities with the target.","ちょうのうりょくで じぶんの とくせいと あいての とくせいを いれかえる。"
286,3,"Prevents foes from using moves known by the user.",""
286,4,"If the foe knows any move also known by the user, the foe is prevented from using it.","じぶんが おぼえている わざと おなじ ものを てきも おぼえていたら てきだけ そのわざを つかえなく する。"
286,5,"If the opponents know any move also known by the user, the opponents are prevented from using it.","じぶんが おぼえている わざと おなじ ものを てきも おぼえていたら てきだけ そのわざを つかえなく する。"
287,3,"Heals poisoning, paralysis, or a burn.",""
287,4,"The user rests to cure itself of a poisoning, burn, or paralysis.","じぶんが なっている どく まひ やけどの じょうたい いじょうを かいふくする。"
287,5,"The user rests to cure itself of a poisoning, burn, or paralysis.","じぶんが なっている どく まひ やけどの じょうたい いじょうを かいふくする。"
288,3,"If the user faints, deletes all PP of foe’s last move.",""
288,4,"If the user faints, the user’s grudge fully depletes the PP of the foe’s move that knocked it out.","あいての わざで たおされた ときに おんねんを かけて そのわざの PPを 0に してしまう。"
288,5,"If the user faints, the user's grudge fully depletes the PP of the opponent's move that knocked it out.","あいての わざで たおされた ときに おんねんを かけて そのわざの PPを 0に してしまう。"
289,3,"Steals the effects of the move the target uses next.",""
289,4,"The user steals the effects of any healing or stat- changing move the foe attempts to use.","あいてが つかうはずの かいふくの わざや のうりょく へんかの わざを よこどりして じぶんに つかう。"
289,5,"The user steals the effects of any healing or stat-changing move the opponent attempts to use.","あいてが つかうはずの かいふくの わざや のうりょく へんかの わざを よこどりして じぶんに つかう。"
290,3,"An attack with effects that vary by location.",""
290,4,"The user attacks with a secret power. Its added effects vary depending on the user’s environment.","ひみつの ちからで こうげきする。つかう ばしょで ついかの こうかが へんかする。"
290,5,"The user attacks the target with a secret power. Its added effects vary depending on the user's environment.","ひみつの ちからで こうげきする。つかう ばしょで ついかの こうかが へんかする。"
291,3,"Dives underwater the first turn and strikes next turn.",""
291,4,"A two-turn attack. The user dives underwater on the first turn, then hits on the next turn.","1ターンめで みずに ふかく もぐって 2ターンめで あいてに むかって つきあげて こうげきする。"
291,5,"Diving on the first turn, the user floats up and attacks on the second turn. It can be used to dive deep in the ocean.","1ターンめで みずに ふかく もぐって 2ターンめで あいてに むかって つきあげて こうげきする。"
292,3,"Straight-arm punches that strike the foe 2 to 5 times.",""
292,4,"The user looses a flurry of open-palmed arm thrusts that hit two to five times in a row.","ひらいた りょうてで あいてを つっぱって こうげきする。2-5かい れんぞくで ダメージを あたえる。"
292,5,"The user looses a flurry of open-palmed arm thrusts that hit two to five times in a row.","ひらいた りょうてで あいてを つっぱって こうげきする。2-5かい れんぞくで ダメージを あたえる。"
293,3,"Alters the POKéMON’s type depending on the location.",""
293,4,"The user’s type is changed depending on its environment, such as at water’s edge, in grass, or in a cave.","つかった ばしょに よって じぶんの タイプが いろいろ へんかする。"
293,5,"The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.","つかった ばしょに よって じぶんの タイプが いろいろ へんかする。"
294,3,"Flashes a light that sharply raises SP. ATK.",""
294,4,"The user stares at flashing lights to focus its mind, sharply raising its Sp. Atk stat.","やさしく てんめつする ひかりを ながめ せいしんを とういつし じぶんの とくこうを グーンと あげる。"
294,5,"The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.","やさしく てんめつする ひかりを ながめ せいしんを とういつし じぶんの とくこうを グーンと あげる。"
295,3,"Attacks with a burst of light. May lower SP. DEF.",""
295,4,"The user looses a damaging burst of light. It may also reduce the target’s Sp. Def stat.","まばゆい ひかりを いっきに かいほうして こうげきする。あいての とくぼうを さげることが ある。"
295,5,"The user lets loose a damaging burst of light. It may also reduce the target's Sp. Def stat.","まばゆい ひかりを いっきに かいほうして こうげきする。あいての とくぼうを さげることが ある。"
296,3,"Attacks with a flurry of down. May lower SP. ATK.",""
296,4,"A mistlike flurry of down envelops and damages the foe. It may also lower the target’s Sp. Atk.","きりじょうの こまかい うもうで つつみこみ こうげきする。あいての とくこうを さげることが ある。"
296,5,"A mistlike flurry of down envelops and damages the target. It may also lower the target's Sp. Atk.","きりじょうの こまかい うもうで つつみこみ こうげきする。あいての とくこうを さげることが ある。"
297,3,"Envelops the foe with down to sharply reduce ATTACK.",""
297,4,"The user covers the foe with a mass of down that sharply lowers the Attack stat.","こまかい うもうを たいりょうに ふりまき からだに からませて あいての こうげきを ガクッと さげる。"
297,5,"The user covers the target's body with a mass of down that harshly lowers its Attack stat.","こまかい うもうを たいりょうに ふりまき からだに からませて あいての こうげきを ガクッと さげる。"
298,3,"Confuses all POKéMON on the scene.",""
298,4,"The user performs a wobbly dance that confuses all the Pokémon in battle.","フラフラした ダンスを おどって せんとうに でている すべての ポケモンを こんらんの じょうたいに する。"
298,5,"The user performs a wobbly dance that confuses the Pokémon around it.","フラフラした ダンスを おどって せんとうに でている すべての ポケモンを こんらんの じょうたいに する。"
299,3,"A kick with a high critical- hit ratio. May cause a burn.",""
299,4,"The user launches a kick with a high critical-hit ratio. It may also leave the target with a burn.","こうげきした あいてを やけど じょうたいに することが あり きゅうしょに あたる かくりつも たかい。"
299,5,"The user launches a kick that lands a critical hit more easily. It may also leave the target with a burn.","こうげきした あいてを やけど じょうたいに することが あり きゅうしょに あたる かくりつも たかい。"
300,3,"Covers the user in mud to raise electrical resistance.",""
300,4,"The user covers itself with mud. It weakens Electric- type moves while the user is in the battle.","どろを かぶって どろどろに なり じぶんが いるあいだ でんきタイプの わざの ダメージを へらす。"
300,5,"The user covers itself with mud. It weakens Electric-type moves while the user is in the battle.","どろを かぶって どろどろに なり じぶんが いるあいだ でんきタイプの わざの ダメージを へらす。"
301,3,"A 5-turn attack that gains power on successive hits.",""
301,4,"The user continually rolls into the foe over five turns. It becomes stronger each time it hits.","5ターンの あいだ あいてに ころがって こうげきする。ころがる たびに ダメージが ふえる。"
301,5,"The user continually rolls into the target over five turns. It becomes stronger each time it hits.","5ターンの あいだ あいてに ころがって こうげきする。ころがる たびに ダメージが ふえる。"
302,3,"Attacks with thorny arms. May cause flinching.",""
302,4,"The user attacks by wildly swinging its thorny arms. It may also make the target flinch.","トゲが たくさん ある うでで なぐりつけて こうげきする。あいてを ひるませる ことが ある。"
302,5,"The user attacks by wildly swinging its thorny arms. It may also make the target flinch.","トゲが たくさん ある うでで なぐりつけて こうげきする。あいてを ひるませる ことが ある。"
303,3,"Slacks off and restores half the maximum HP.",""
303,4,"The user slacks off, restoring its own HP by up to half of its maximum HP.","なまけて やすむことで じぶんの HPを さいだい HPの はんぶんだけ かいふくする。"
303,5,"The user slacks off, restoring its own HP by up to half of its maximum HP.","なまけて やすむことで じぶんの HPを さいだい HPの はんぶんだけ かいふくする。"
304,3,"A loud attack that uses sound waves to injure.",""
304,4,"The user lets loose a horribly echoing shout with the power to inflict damage.","うるさく ひびく おおごえの しんどうを てきに あたえて こうげきする。"
304,5,"The user lets loose a horribly echoing shout with the power to inflict damage.","うるさく ひびく おおごえの しんどうを てきに あたえて こうげきする。"
305,3,"A sharp-fanged attack. May badly poison the foe.",""
305,4,"The user bites the foe with toxic fangs. It may also leave the foe badly poisoned.","どくの ある キバで あいてに かみついて こうげきする。もうどく じょうたいに することが ある。"
305,5,"The user bites the target with toxic fangs. It may also leave the target badly poisoned.","どくの ある キバで あいてに かみついて こうげきする。もうどく じょうたいに することが ある。"
306,3,"Tears at the foe with sharp claws. May lower DEFENSE.",""
306,4,"The user slashes the foe with hard and sharp claws. It may also lower the target’s Defense.","かたく するどい ツメで きりさいて こうげきする。あいての ぼうぎょを さげることが ある。"
306,5,"The user slashes the target with hard and sharp claws. It may also lower the target's Defense.","かたく するどい ツメで きりさいて こうげきする。あいての ぼうぎょを さげることが ある。"
307,3,"Powerful, but leaves the user immobile the next turn.",""
307,4,"The foe is razed by a fiery explosion. The user must rest on the next turn, however.","すさまじい ばくはつで あいてを やきつくして こうげきする。つぎの ターンは うごけなく なる。"
307,5,"The target is razed by a fiery explosion. The user must rest on the next turn, however.","すさまじい ばくはつで あいてを やきつくして こうげきする。つぎの ターンは うごけなく なる。"
308,3,"Powerful, but leaves the user immobile the next turn.",""
308,4,"The foe is hit with a watery blast. The user must rest on the next turn, however.","みずの たいほうを あいてに はっしゃして こうげきする。つぎの ターンは うごけなく なる。"
308,5,"The target is hit with a watery blast. The user must rest on the next turn, however.","みずの たいほうを あいてに はっしゃして こうげきする。つぎの ターンは うごけなく なる。"
309,3,"Fires a meteor-like punch. May raise ATTACK.",""
309,4,"The foe is hit with a hard punch fired like a meteor. It may also raise the user’s Attack.","すいせいの ごとく パンチを くりだして こうげきする。じぶんの こうげきが あがることが ある。"
309,5,"The target is hit with a hard punch fired like a meteor. It may also raise the user's Attack.","すいせいの ごとく パンチを くりだして こうげきする。じぶんの こうげきが あがることが ある。"
310,3,"An attack that may shock the foe into flinching.",""
310,4,"The user attacks the foe while shouting in a startling fashion. It may also make the target flinch.","おおきな こえなどで きゅうに おどろかせて こうげきする。あいてを ひるませる ことが ある。"
310,5,"The user attacks the target while shouting in a startling fashion. It may also make the target flinch.","おおきな こえなどで きゅうに おどろかせて こうげきする。あいてを ひるませる ことが ある。"
311,3,"The move’s type and power change with the weather.",""
311,4,"An attack move that varies in power and type depending on the weather.","つかった ときの てんきに よって あいてに あたえる ダメージの りょうと タイプが へんかする。"
311,5,"An attack move that varies in power and type depending on the weather.","つかった ときの てんきに よって あいてに あたえる ダメージの りょうと タイプが へんかする。"
312,3,"Heals all status problems with a soothing scent.",""
312,4,"The user releases a soothing scent that heals all status problems affecting the user’s party.","ここちよい やすらぐ かおりを かがせて みかた ぜんいんの じょうたい いじょうを かいふくする。"
312,5,"The user releases a soothing scent that heals all status problems affecting the user's party.","ここちよい やすらぐ かおりを かがせて みかた ぜんいんの じょうたい いじょうを かいふくする。"
313,3,"Feigns crying to sharply lower the foe’s SP. DEF.",""
313,4,"The user feigns crying to make the foe feel flustered, sharply lowering its Sp. Def stat.","ないた ふりを して なみだを ながし こまらせる ことで あいての とくぼうを ガクッと さげる。"
313,5,"The user feigns crying to fluster the target, harshly lowering its Sp. Def stat.","ないた ふりを して なみだを ながし こまらせる ことで あいての とくぼうを ガクッと さげる。"
314,3,"Hacks with razorlike wind. High critical-hit ratio.",""
314,4,"The user launches razorlike wind to slash the foe. It has a high critical-hit ratio.","するどい かぜで てきを きりつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
314,5,"The user launches razor-like wind to slash the opposing team. Critical hits land more easily.","するどい かぜで てきを きりつけて こうげきする。きゅうしょに あたる かくりつが たかい。"
315,3,"Allows a full-power attack, but sharply lowers SP. ATK.",""
315,4,"The user attacks the foe at full power. The attack’s recoil sharply reduces the user’s Sp. Atk stat.","あいてを フルパワーで こうげきする。つかうと はんどうで じぶんの とくこうが ガクッと さがる。"
