id,flavor_text,flavor_text_jp
1946,"CHINCHOU lets loose positive and negative electrical charges from its two antennas to make its prey faint. This POKéMON flashes its electric lights to exchange signals with others.","2ほんの　しょくしゅから　プラスと　マイナスの　でんきを　ながして　えものを　きぜつ　させる。でんきの　あかりは　なかまとの　サインだ。"
1947,"CHINCHOU’s two antennas are filled with cells that generate strong electricity. This POKéMON’s cells create so much electrical power, it even makes itself tingle slightly.","つよい　でんきを　はっせいさせる　さいぼうが　2ほんの　しょくしゅの　なかに　つまっている。じぶんも　ちょっと　ピリピリ　しびれるらしい。"
1948,"When it senses danger, it discharges positive and negative electricity from its two antennae. It lives in depths beyond sunlight’s reach.","きけんを　さっちすると　2ほんの　しょくしゅから　プラスと　マイナスの　でんきを　ながす。ひかりの　とどかない　かいていで　くらす。"
1949,"On the dark ocean floor, its only means of communication is its constantly flashing lights.","くらい　かいていでは　いつも　てんめつ　している　しょくしゅの　あかり　だけが　つうしんしゅだん。"
1950,"It shoots positive and negative electricity between the tips of its two antennae and zaps its enemies.","2つの　しょくしゅの　さきから　プラスと　マイナスの　でんきを　ながして　あいてを　しびれさせる。"
1951,"It discharges positive and negative electricity from its antenna tips to shock its foes.","プラスと　マイナスの　でんきを　しょくしゅの　さきから　ながす。てきを　かんでんさせてしまうのだ。"
1952,"The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.","ランターンのだす　ひかりは　5000メートルの　ふかさ　からでも　すいめんまで　とどくほど　あかるい。"
1953,"It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp.","まぶしい　ひかりを　はなって　あいての　めを　くらませ　うごけない　あいだに　まるのみに　してしまう。"
1954,"This POKéMON uses the bright part of its body, which changed from a dorsal fin, to lure prey.","エサを　おびきよせるために　まぶしく　かがやく　ぶぶんは　せびれの　いちぶが　へんかしたもの。"
1955,"LANTURN is nicknamed “the deep-sea star” for its illuminated antenna. This POKéMON produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna.","しんかいのほし　と　よばれる　ポケモンだ。しょくしゅの　なかの　バクテリアと　たいえきを　かがくはんのうさせる　ことで　ひかりを　つくる。"
1956,"LANTURN is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this POKéMON’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.","よなかに　ふねから　くらい　うみを　のぞきこむと　しんかいを　およぐ　ランターンの　ひかりが　ほしぞらの　ように　みえる　ことが　あるよ。"
1957,"The light-emitting orbs on its back are very bright. They are formed from a part of its dorsal fin. This POKéMON illuminates the inky darkness of deep seas.","つよい　ひかりを　だす　まるい　ぶぶんは　せびれの　いちぶが　へんかして　できたもの。しんかいの　やみを　てらす　ポケモン。"
1958,"The light it emits is so bright that it can illuminate the sea’s surface from a depth of over three miles.","ランターンのだす　ひかりは　5000メートルの　ふかさ　からでも　すいめんまで　とどくほど　あかるい。"
1959,"LANTURN’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”","しんかいを　およぐ　ランターンの　あかりは　すいめんまで　とどく。しんかいのほし　と　よばれている。"
1960,"It blinds prey with an intense burst of light. With the prey incapacitated, the Pokémon swallows it in a single gulp.","まぶしい　ひかりを　はなって　あいての　めを　くらませ　うごけない　あいだに　まるのみに　してしまう。"
1961,"Lanturn's light can shine up from great depths. It is nicknamed “The Deep-Sea Star.""","しんかいを　およぐ　ランターンの　あかりは　すいめんまで　とどく。しんかいのほし　と　よばれている。"
1962,"It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.","まだまだ　でんきを　ためるのがへた。おどろいたり　わらったりすると　すぐに　ほうでん　してしまう。"
1963,"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself.","ちいさくても　おとなを　ビリビリ　させるほどの　でんげきを　はなてる。ただし　じぶんも　おどろいてしまう。"
1964,"It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously.","でんきを　ためこむのが　へた。なんらかの　ショックを　うけると　すぐに　ほうでん　してしまう。"
1965,"PICHU charges itself with electricity more easily on days with thunderclouds or when the air is very dry. You can hear the crackling of static electricity coming off this POKéMON.","かみなりぐもが　でている　ときや　くうきの　かんそうした　ひは　でんきが　たまりやすい。パチパチ　せいでんきの　おとが　なっているよ。"
1966,"When PICHU plays with others, it may short out electricity with another PICHU, creating a shower of sparks. In that event, this POKéMON will begin crying, startled by the flash of sparks.","なかまと　あそんでいるとき　おたがいの　でんきが　ショートして　ひばなを　だす　ことが　あるぞ。ひばなに　びっくり　すると　なきだしてしまうよ。"
1967,"It is still inept at retaining electricity. When it is startled, it discharges power accidentally. It gets better at holding power as it grows older.","でんきを　ためておく　ことが　まだ　ヘタ。びっくりすると　おもわず　ほうでんしてしまう。せいちょうすると　じょうずに　なっていく。"
1968,"The electric pouches on its cheeks are still small. They cannot store much electricity yet.","ほっぺたの　でんきぶくろが　まだ　ちいさいので　でんきを　たくさん　ためれない。"
1969,"It plays with others by touching tails and setting off sparks. This appears to be a test of courage.","なかまと　しっぽの　さきを　あわせて　ひばなを　とばす　あそびをする。どきょうだめしを　しているらしい。"
1970,"The electric sacs in its cheeks are small. If even a little electricity leaks, it becomes shocked.","ほほの　でんきぶくろは　ちいさく　ちょっとでも　でんきが　あふれると　じぶんじしんが　しびれてしまう。"
1971,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.","おほしさまのような　シルエット。そのすがたから　ながれぼしにのって　やってくると　しんじられている。"
1972,"When numerous meteors illuminate the night sky, sightings of CLEFFA strangely increase.","ながれぼしが　おおい　よる。ふしぎと　ピィの　すがたを　みかけることが　おおくなる。"
1973,"If the impact site of a meteorite is found, this POKéMON is certain to be within the immediate area.","ながれぼしの　おちたところを　みつけることが　できたなら　きっと　ピィも　みつけられるはず。"
1974,"On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these POKéMON quench their thirst with the morning dew.","ながれぼしの　おおい　よるは　わ　に　なって　おどる　ピィの　すがたを　みることが　できる。ひのでまで　おどり　よつゆで　のどを　うるおす。"
1975,"On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance until daybreak, when they quench their thirst with the morning dew.","ながれぼしの　おおい　よるは　わ　に　なって　おどる　ピィの　すがたを　みることが　できる。ひのでまで　おどり　よつゆで　のどを　うるおす。"
1976,"When numerous meteors illuminate the night sky, sightings of CLEFFA strangely increase.","ながれぼしが　おおい　よる。ふしぎと　ピィの　すがたを　みかけることが　おおくなる。"
1977,"Because of its unusual, starlike silhouette, people believe that it came here on a meteor.","おほしさまのような　シルエット。そのすがたから　ながれぼしにのって　やってくると　しんじられている。"
1978,"Its silhouette is like a star. It is believed to arrive riding on shooting stars.","よぞらの　ほしに　にた　シルエット。　ながれぼしに　のって　やってくると　しんじられている　ポケモン。"
1979,"Many appear when the night skies are filled with shooting stars. They disappear with sunrise.","ながれぼしの　おおい　よるは　ピィが　たくさん　すがたを　みせる。あさひが　のぼると　いなくなる。"
1980,"It is often seen when shooting stars fill the night skies. It’s said to arrive riding on a shooting star.","ながれぼしの　おおい　よるに　ピィを　みかけることが　おおいので　ほしにのってくる　といわれている。"
1981,"It is often seen when shooting stars fill the night skies. It's said to arrive riding on a shooting star.","ながれぼしの　おおい　よるに　ピィを　みかけることが　おおいので　ほしにのってくる　といわれている。"
1982,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.","とても　やわらかい　からだ。いちど　ころがると　はずみまくって　ぜんぜん　とまれなくなる。"
1983,"Its extremely flexible and elastic body makes it bounce continuously--anytime, anywhere.","だんりょくせい　あふれる　からだの　もちぬしで　どこでも　どんなときでも　はずんでいる。"
1984,"Instead of walking with its short legs, it moves around by bouncing on its soft, tender body.","みじかい　あしで　あるくより　やわらかい　からだを　つかって　とびはねながら　うごきまわる。"
1985,"IGGLYBUFF’s vocal chords are not sufficiently developed. It would hurt its throat if it were to sing too much. This POKéMON gargles with freshwater from a clean stream.","せいたいが　まだ　じゅうぶんに　はったつして　いないので　うたい　つづけると　ノドが　いたむ。きれいな　おがわの　みずで　うがいをするよ。"
1986,"IGGLYBUFF has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.","マシュマロ　みたいな　さわりごこちの　からだから　ほんのり　あまい　においが　ただよってくるよ。においは　てきの　きもちを　おだやかにする。"
1987,"Its soft and pliable body is very bouncy. When it sings continuously with all its might, its body steadily turns a deepening pink color.","やわらかい　からだは　とても　よく　はずむ。いっしょうけんめい　うたいつづけると　ぜんしんが　こい　ピンクいろに　そまっていく。"
1988,"Its extremely flexible and elastic body makes it bounce continuously--anytime, anywhere.","だんりょくせい　あふれる　からだの　もちぬしで　どこでも　どんなときでも　はずんでいる。"
1989,"It has a soft and bouncy body. Once it starts bouncing, it becomes impossible to stop.","やわらかく　だんりょくせいのある　からだは　いちど　はずむと　ぜんぜん　とまれなくなってしまう。"
1990,"The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.","カラのなかに　しあわせが　たくさん　つまっているらしく　やさしくされると　こううんを　わけあたえる　という。"
1991,"A proverb claims that happiness will come to anyone who can make a sleeping TOGEPI stand up.","ねている　トゲピーを　うまく　たたせることが　できれば　しあわせに　なれるとの　いいつたえがある。"
1992,"It is considered to be a symbol of good luck. Its shell is said to be filled with happiness.","こううんの　シンボル。　カラの　なかには　しあわせが　たくさん　つまっている　という。"
1993,"As its energy, TOGEPI uses the positive emotions of compassion and pleasure exuded by people and POKéMON. This POKéMON stores up feelings of happiness inside its shell, then shares them with others.","ひとや　ポケモンが　はっしている　やさしさや　たのしい　きもちを　エネルギーに　している。カラの　なかに　ためた　しあわせを　わけている。"
1994,"As its energy, it uses the feelings of compassion and pleasure exuded by people and POKéMON. It stores up happy feelings in its shell, then shares them out.","ひとや　ポケモンが　はっしている　やさしさや　たのしい　きもちを　エネルギーに　している。カラの　なかに　ためた　しあわせを　わけている。"
1995,"A proverb claims that happiness will come to anyone who can make a sleeping TOGEPI stand up.","ねている　トゲピーを　うまく　たたせることが　できれば　しあわせに　なれるとの　いいつたえがある。"
1996,"Its shell is said to be stuffed with happiness that it shares with kindhearted people.","カラの　なかに　たくさん　しあわせが　つまっていて　やさしい　ひとに　しあわせを　わけあたえるという。"
1997,"It transforms the kindness and joy of others into happiness, which it stores in its shell.","みんなの　かんじた　やさしさや　うれしさを　しあわせに　かえている。カラのなかは　しあわせ　ばかりだ。"
1998,"They say that it will appear before kindhearted, caring people and shower them with happiness.","こころやさしい　ひとの　まえに　しあわせを　もたらすため　すがたを　あらわすと　いわれている。"
1999,"It grows dispirited if it is not with kind people. It can float in midair without moving its wings.","やさしいひとの　そばに　いないと　げんきが　でなくなってしまう。はねをうごかさずに　そらにうかべる。"
2000,"Although it does not flap its wings very much, it can stay up in the air as it tags along after its trainer.","ほとんど　はばたきも　しないのに　すこしばかり　うきながら　トレーナーの　あとを　ついてくる。"
2001,"TOGETIC is said to be a POKéMON that brings good fortune. When the POKéMON spots someone who is pure of heart, it is said to appear and share its happiness with that person.","こううんを　もたらす　ポケモンと　いわれている。じゅんすいな　こころの　もちぬしを　みつけると　すがたを　あらわし　しあわせを　わけあたえる。"
2002,"It is said to be a POKéMON that brings good fortune. When it spots someone who is pure of heart, a TOGETIC appears and shares its happiness with that person.","こううんを　もたらす　ポケモンと　いわれている。じゅんすいな　こころの　もちぬしを　みつけると　すがたを　あらわし　しあわせを　わけあたえる。"
2003,"It grows dispirited if it is not with kind people. It can float in midair without moving its wings.","やさしいひとの　そばに　いないと　げんきが　でなくなってしまう。はねをうごかさずに　そらにうかべる。"
2004,"They say that it will appear before kindhearted, caring people and shower them with happiness.","こころやさしい　ひとの　まえに　しあわせを　もたらすため　すがたを　あらわすと　いわれている。"
2005,"It is said to appear in front of kindly people to scatter a glowing down called “joy dust.”","やさしい　ひとの　もとへ　あらわれて　しあわせのこな　と　よばれる　ひかる　うもうを　ふりまくと　いう。"
2006,"To share its happiness, it flies around the world seeking kindhearted people.","やさしい　ひとの　もとへ　あらわれて　しあわせのこな　と　よばれる　ひかる　うもうを　ふりまくと　いう。"
2007,"To share its happiness, it flies around the world seeking kind-hearted people.","やさしい　ひとの　もとへ　あらわれて　しあわせのこな　と　よばれる　ひかる　うもうを　ふりまくと　いう。"
2008,"Because its wings aren't yet fully grown, it has to hop to get around. It is always staring at something.","はねが　そだちきって　おらず　とびはねるようにして　いどうする。いつも　なにかを　みつめている。"
2009,"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots.","ふだんは　ちじょうで　エサをさがすが　ごくたまに　きのえだに　とびのって　きのめを　ついばんだりする。"
2010,"It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.","きように　きのみきを　かけのぼる。えださきに　できた　あたらしい　きのめを　このんで　ついばむ。"
2011,"NATU cannot fly because its wings are not yet fully grown. If your eyes meet with this POKéMON’s eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety.","はねが　まだ　そだって　いないので　とべない。めを　あわせると　じっと　みつめるが　あいてが　すこしでも　うごくと　とびはねて　にげていく。"
2012,"NATU has a highly developed jumping ability. The POKéMON flaps and leaps onto tree branches that are taller than grown-up people to pick at the tree’s new shoots.","ジャンプりょくの　はったつした　ポケモン。おとなの　せたけ　いじょうある　たかさの　えだに　ひらりと　とびのり　きのめを　ついばむ。"
2013,"It runs up short trees that grow on the savanna to peck at new shoots. A NATU’s eyes look as if they are always observing something.","サバンナに　はえている　せたけの　ひくい　きを　かけのぼり　あたらしい　きのめを　ついばむ。なにかを　かんさつしている　みたいな　ひとみ。"
2014,"Because its wings aren’t yet fully grown, it has to hop to get around. It is always staring at something.","はねが　そだちきって　おらず　とびはねるようにして　いどうする。いつも　なにかを　みつめている。"
2015,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move.","サボテンの　つぼみや　トゲを　きように　よけながら　ついばむ。　とびはねるようにして　いどうする。"
2016,"They say that it stays still and quiet because it is seeing both the past and future at the same time.","ほとんど　うごかず　なきもせず　じっとするのは　かこと　みらいを　みているからだと　しんじられている。"
2017,"In South America, it is said that its right eye sees the future and its left eye views the past.","みぎめは　みらいを　ひだりめは　かこを　みていると　みなみアメリカで　つたえられている。"
2018,"Once it begins to meditate at sunrise, the entire day will pass before it will move again.","あさがた　のぼる　たいようを　じっと　みつめ　いのりを　ささげると　ほとんど　うごかず　1にちをおえる。"
2019,"XATU stands rooted and still in one spot all day long. People believe that this POKéMON does so out of fear of the terrible things it has foreseen in the future.","いちにちじゅう　ネイティオが　じっとしているのは　みらいよちで　わかった　おそろしい　できごとに　おびえているからだと　しんじられている。"
2020,"XATU is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical POKéMON out of their belief that XATU is in possession of the power to see into the future.","1にちじゅう　たいようを　みつめて　うごかない。みらいを　みとおす　ちからを　もつと　しんじられ　せいなる　ポケモンとして　まつる　ひとも　いる。"
2021,"It has the enigmatic power of foreseeing the future. Some people in different lands have long believed that XATU are emissaries from another world.","みらいを　よちする　ふしぎな　ちからを　もつ。かみさまが　つかわせた　ポケモンだと　むかしから　しんじている　ひとびとが　がいこくには　いる。"
2022,"This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day.","かこと　みらいを　みとおせる。　まいにち　たいようの　うごきを　みつづけている　ふしぎな　ポケモン。"
2023,"This odd Pokémon can see both the past and the future. It eyes the sun's movement all day.","かこと　みらいを　みとおせる。　まいにち　たいようの　うごきを　みつづけている　ふしぎな　ポケモン。"
2024,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.","からだに　せいでんきが　たまると　たいもうが　いつもの　2ばいほどに　ふくらむ。さわると　しびれる。"
2025,"Its fleece grows continually. In the summer, the fleece is fully shed, but it grows back in a week.","たいもうは　どんどん　のびる。なつになると　ぜんぶ　ぬけおちるが　いっしゅうかんで　もとどおりになる。"
2026,"It stores lots of air in its soft fur, allowing it to stay cool in summer and warm in winter.","ふかふかの　たいもうは　くうきを　たくさん　ふくんで　なつは　すずしく　ふゆは　あったかいのが　とくちょう。"
2027,"MAREEP’s fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail grows.","たいもうが　こすれて　せいでんきが　たまる。でんりょくが　たくさん　たまるほど　しっぽの　さきに　ついた　でんきゅうが　あかるく　ひかる。"
2028,"Its fluffy wool rubs together and builds a static charge. The more energy is charged, the more brightly the lightbulb at the tip of its tail glows.","たいもうが　こすれて　せいでんきが　たまる。でんりょくが　たくさん　たまるほど　しっぽの　さきに　ついた　でんきゅうが　あかるく　ひかる。"
2029,"If static electricity builds in its body, its fleece doubles in volume. Touching it will shock you.","からだに　せいでんきが　たまると　たいもうが　いつもの　2ばいほどに　ふくらむ。さわると　しびれる。"
2030,"Its fluffy coat swells to double when static electricity builds up. Touching it can be shocking.","ふわふわの　たいもうは　せいでんきが　たまると　2ばいに　ふくらむ。さわると　かんでんしてしまう。"
2031,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.","でんきを　たくわえすぎた　けっか　からだの　ひょうめんに　うぶげすら　はえない　ぶぶんが　できてしまった。"
2032,"Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.","ふかふかの　たいもうは　でんきを　ためやすいが　ゴムのような　ひふの　おかげで　じぶんは　しびれない。"
2033,"Because of its rubbery, electricity-resistant skin, it can store lots of electricity in its fur.","でんきを　とおさない　じはだは　ゴムのように　つるつるだが　たいもうは　でんきを　ためやすい。"
2034,"FLAAFFY’s wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.","たいもうの　せいしつが　へんかするので　すくない　りょうでも　たくさんの　でんきを　つくりだせる。でんきを　さえぎる　つるつるの　はだを　もつ。"
2035,"Its fleece quality changes to generate strong static electricity with a small amount of wool. The bare, slick parts of its hide are shielded against electricity.","たいもうの　せいしつが　へんかするので　すくない　りょうでも　たくさんの　でんきを　つくりだせる。でんきを　さえぎる　つるつるの　はだを　もつ。"
2036,"As a result of storing too much electricity, it developed patches where even downy wool won’t grow.","でんきを　たくわえすぎた　けっか　からだの　ひょうめんに　うぶげすら　はえない　ぶぶんが　できてしまった。"
2037,"If its coat becomes fully charged with electricity, its tail lights up. It fires hair that zaps on impact.","たいもうに　ためた　でんきが　まんたんになると　しっぽが　ひかる。ふれると　しびれる　けを　とばす。"
2038,"The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.","シッポのさきが　ひかりかがやく。ひかりは　はるか　とおくまで　とどき　まよったものの　みちしるべとなる。"
2039,"The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.","シッポの　あかりは　とおくまで　とどくので　むかしより　かがりび　として　だいじに　されている。"
2040,"When it gets dark, the light from its bright, shiny tail can be seen from far away on the ocean's surface.","くらくなると　まぶしく　かがやく　しっぽの　あかりは　とおく　はなれた　うみのうえ　からでも　みつけられる。"
2041,"AMPHAROS gives off so much light that it can be seen even from space. People in the old days used the light of this POKéMON to send signals back and forth with others far away.","デンリュウの　あかりは　うちゅうからも　みえる。むかしの　ひとは　デンリュウの　あかりを　つかい　とおくの　なかまと　あいずを　おくりあっていた。"
2042,"It gives off so much light that it can be seen even from space. People in the old days used its light to send signals back and forth with others far away.","デンリュウの　あかりは　うちゅうからも　みえる。むかしの　ひとは　デンリュウの　あかりを　つかい　とおくの　なかまと　あいずを　おくりあっていた。"
2043,"The tail’s tip shines brightly and can be seen from far away. It acts as a beacon for lost people.","シッポのさきが　ひかりかがやく。ひかりは　はるか　とおくまで　とどき　まよったものの　みちしるべとなる。"
2044,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light.","しっぽの　さきが　ひかりかがやく。むかしの　ひとたちは　その　あかりを　つかって　あいずを　おくりあった。"
2045,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light.","しっぽの　さきが　ひかりかがやく。むかしの　ひとたちは　その　あかりを　つかって　あいずを　おくりあった。"
2046,"BELLOSSOM gather at times and appear to dance. They say that the dance is a ritual to summon the sun.","ときおり　キレイハナが　あつまって　おどるような　しぐさを　みせる。たいようをよぶ　ぎしき　といわれる。"
2047,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.","なんごくに　おおく　せいそくする。おどるとき　はなびらが　ふれあい　ここちよい　おとが　なりひびく。"
2048,"When these dance together, their petals rub against each other, making pretty, relaxing sounds.","キレイハナたちが　おどりだすと　はなびらどうし　ふれあって　きれいで　ここちよい　おとが　する。"
2049,"When BELLOSSOM gets exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This POKéMON’s dancing is renowned in the southern lands.","たいようの　ひかりを　いっぱい　あびると　からだの　はっぱが　くるくる　まわり　はじめる。キレイハナの　ダンスは　なんごくの　めいぶつだ。"
2050,"A BELLOSSOM grows flowers more beautifully if it has evolved from a smelly GLOOM - the stinkier the better. At night, this POKéMON closes its petals and goes to sleep.","より　くさい　クサイハナから　しんかした　ほうが　きれいな　はなを　つけた　キレイハナに　なるよ。よるに　なると　はなびらを　つぼめて　ねむる。"
2051,"Its flower petals deepen in color through exposure to sunlight. When cloudy weather persists, it does a dance that is thought to be a ritual for summoning the sun.","たいようを　あびて　はなびらが　いろづく。くもりが　つづいた　ときに　おどる　ダンスは　たいようを　よぶ　ぎしきと　かんがえられている。"
2052,"When the heavy rainfall season ends, it is drawn out by warm sunlight to dance in the open.","おおあめの　きせつが　おわると　あたたかい　ひざしに　さそわれた　キレイハナが　おどりはじめる。"
2053,"BELLOSSOM gather at times and seem to dance. They say that the dance is a ritual to summon the sun.","ときおり　キレイハナが　あつまって　おどるような　しぐさを　みせる。たいようをよぶ　ぎしき　といわれる。"
2054,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.","しっぽの　さきには　みずよりも　かるい　あぶらが　つまっているから　おぼれることなく　かわをすすめる。"
2055,"The end of its tail serves as a buoy that keeps it from drowning, even in a vicious current.","シッポの　さきっぽが　うきぶくろの　やくわりを　はたすので　はげしい　ながれでも　おぼれたりしない。"
2056,"The fur on its body naturally repels water. It can stay dry, even when it plays in the water.","ぜんしんの　たいもうは　みずを　はじく　せいしつを　もち　みずあび　しても　かわいている。"
2057,"MARILL’s oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water’s surface, it’s a sure indication that this POKéMON is diving beneath the water to feed on aquatic plants.","あぶらの　つまった　しっぽは　うきわの　かわり。すいめんに　しっぽだけが　ういている　ときは　もぐって　みずくさを　たべている　めじるしだ。"
2058,"When fishing for food at the edge of a fast-running stream, MARILL wraps its tail around the trunk of a tree. This POKéMON’s tail is flexible and configured to stretch.","ながれの　はやい　かわで　エサを　とる　ときは　しっぽを　かわべりの　きの　みきに　まきつける。しっぽは　だんりょくがあって　のびる　しくみ。"
2059,"Its body is covered with water-repellent fur. Because of the fur, it can swim through water at high speed without being slowed by the water’s resistance.","みずを　はじく　たいもうに　おおわれているので　すいちゅうで　みずの　ていこうを　うけずに　はやい　スピードで　およぐ　ことが　できる。"
2060,"The tip of its tail, which contains oil that is lighter than water, lets it swim without drowning.","しっぽの　さきには　みずよりも　かるい　あぶらが　つまっているから　おぼれることなく　かわをすすめる。"
2061,"Using its tail as a float, it dives underwater. It likes eating plants that grow on river bottoms.","しっぽを　うきぶくろにして　すいちゅうに　もぐる。　かわぞこの　みずくさが　こうぶつ。"
2062,"The tip of its tail is filled with oil that is lighter than water, so it acts as a float.","しっぽの　さきには　みずより　かるい　あぶらが　つまっているので　うきぶくろの　かわりに　なるのだ。"
2063,"The oil-filled end of its tail floats on water. It keeps MARILL from drowning even in a strong current.","しっぽのさきに　つまった　あぶらは　みずに　うくので　どんな　ながれの　はげしい　かわでも　おぼれない。"
2064,"The oil-filled end of its tail floats on water. It keeps Marill from drowning even in a strong current.","しっぽのさきに　つまった　あぶらは　みずに　うくので　どんな　ながれの　はげしい　かわでも　おぼれない。"
2065,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.","じっと　みみを　すますと　はげしい　ながれの　かわの　なかに　なにが　いるのか　ききわけられる。"
2066,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet.","みずあそびを　するとき　みずが　はいってこないように　ながい　みみを　まいている。"
2067,"The bubble-like pattern on its stomach helps it camouflage itself when it's in the water.","おなかの　あわのような　もようは　みずの　なかで　じぶんの　すがたを　カモフラージュ　してくれる。"
2068,"AZUMARILL’s long ears are indispensable sensors. By focusing its hearing, this POKéMON can identify what kinds of prey are around, even in rough and fast-running rivers.","ながい　みみは　マリルリの　だいじな　センサー。みみを　すませば　ながれの　はげしい　かわでも　そこに　いる　えものの　しゅるいが　わかるぞ。"
2069,"AZUMARILL can make balloons out of air. It makes these air balloons if it spots a drowning POKéMON. The air balloons enable the POKéMON in trouble to breathe.","くうきの　ふうせんを　つくる　ことが　できる。ポケモンが　おぼれていると　くうきだまを　だして　こきゅうが　できる　ように　してあげるのだ。"
2070,"It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.","1にちの　ほとんどを　みずの　なかで　くらす。からだの　いろと　もようは　すいちゅうで　てきに　みつかり　にくくする　カムフラージュ。"
2071,"When it plays in water, it rolls up its elongated ears to prevent their insides from getting wet.","みずあそびを　するとき　みずが　はいってこないように　ながい　みみを　まいている。"
2072,"By keeping still and listening intently, it can even tell what is in wild, fast-moving rivers.","じっと　みみを　すますと　はげしい　ながれの　かわの　なかに　なにが　いるのか　ききわけられる。"
2073,"It lives in rivers and lakes. In water, its coloring and patterns trick the vision of foes.","かわや　みずうみに　せいそくする。みずの　なかで　からだの　いろと　もようが　てきの　めを　あざむく。"
2074,"Its long ears are superb sensors. It can distinguish the movements of living things on riverbeds.","ながい　みみは　すぐれた　センサー。かわぞこで　うごく　いきものの　おとを　ききわける　ことが　できる。"
2075,"It can spend all day in water, since it can inhale and store a large volume of air.","いちにちじゅう　みずの　なかで　すごせるのは　くうきを　たっぷり　すいこんで　ためておけるからだ。"
2076,"By keeping still and listening intently, it can tell what is in even wild, fast-moving rivers.","じっと　みみを　すますと　はげしい　ながれの　かわの　なかに　なにが　いるのか　ききわけられる。"
2077,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.","いつも　きのふりを　している。からだの　つくりは　しょくぶつより　いしや　いわなどに　ちかいようだ。"
2078,"It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining.","おそわれないように　きのまねをする。みずがにがてで　あめが　ふりだすと　いつのまにか　すがたを　けす。"
2079,"If a tree branch shakes when there is no wind, it's a SUDOWOODO, not a tree. It hides from the rain.","かぜも　ないのに　ゆれている　きを　みかけたら　それが　ウソッキー。あめのひは　すがたを　かくすという。"
2080,"SUDOWOODO camouflages itself as a tree to avoid being attacked by enemies. However, because the forelegs remain green throughout the year, the POKéMON is easily identified as a fake during the winter.","てきに　おそわれない　ように　きの　ふりをする。りょうては　1ねんじゅう　みどりいろなので　ふゆは　にせものだと　すぐに　ばれてしまう。"
2081,"It mimics a tree to avoid being attacked by enemies. But since its forelegs remain green throughout the year, it is easily identified as a fake in the winter.","てきに　おそわれない　ように　きの　ふりをする。りょうては　1ねんじゅう　みどりいろなので　ふゆは　にせものだと　すぐに　ばれてしまう。"
2082,"It disguises itself as a tree to avoid attack. It hates water, so it will disappear if it starts raining.","おそわれないように　きのまねをする。みずがにがてで　あめが　ふりだすと　いつのまにか　すがたを　けす。"
2083,"Although it always pretends to be a tree, its composition appears to be closer to a rock than a plant.","いつも　きのふりを　している。からだの　つくりは　しょくぶつより　いしや　いわなどに　ちかいようだ。"
2084,"Despite appearing to be a tree, its body is closer to rocks and stones. It is very weak to water.","じゅもくの　ように　みえる　からだは　じつは　いわや　いしに　ちかい。みずには　めっぽう　よわいのだ。"
